,Place,Year,Population,Divorces,Divorces p1k,Ø Taxable assets of natural persons [CHF 1k],Unemployed persons,Unemployed persons p1k,% SVP voters,Number of cattle,Number of cattle p1k,Bezügerquote,Birthrate,Church tax (millions),Church tax (millions) p1k,Number of kindergardeners p1k,Number of primary schoolers,Number of primary schoolers p1k,Number of secondary educationers,Number of secondary educationers p1k
3445,Wasterkingen,1996,525,3.0,5.714285714285714,210.0,1.9,0.17495395948434622,,333.0,170.33248081841433,,5.7,0.1,0.09541984732824427,39.7,63.0,0.06402439024390244,,
3446,Wasterkingen,1997,540,2.0,3.7037037037037037,202.0,6.0,0.5341880341880342,,,,,11.4,0.1,0.09233610341643583,49.5,59.0,0.058070866141732284,,
3447,Wasterkingen,1998,548,2.0,3.6496350364963503,193.0,3.1,0.2733686067019401,,,,,9.3,0.1,0.09033423667570009,35.2,62.0,0.059558117195004805,,
3448,Wasterkingen,1999,559,0.0,0.0,181.0,2.8,0.24255024255024252,43.1,,,,10.9,0.1,0.08841732979664015,25.5,63.0,0.06075216972034716,,
3449,Wasterkingen,2000,568,1.0,1.7605633802816902,199.0,1.3,0.11009485094850947,,256.0,129.35826174835776,,10.7,0.1,0.08802816901408451,23.3,57.0,0.05475504322766571,,
3450,Wasterkingen,2001,579,0.0,0.0,196.0,2.5,0.20505249343832022,,,,,7.0,0.1,0.08680555555555555,12.3,62.0,0.05887939221272555,23.0,0.011569416498993963
3451,Wasterkingen,2002,576,4.0,6.944444444444444,183.0,3.9,0.3121998078770413,,,,,8.6,0.1,0.08561643835616438,19.0,52.0,0.04864359214218896,27.0,0.013982392542723977
3452,Wasterkingen,2003,583,1.0,1.7152658662092624,179.0,4.4,0.3535840565734491,50.3,,,,10.4,0.1,0.08389261744966443,29.5,45.0,0.04310344827586207,22.0,0.011482254697286013
3453,Wasterkingen,2004,579,0.0,0.0,212.0,5.0,0.40025616394492475,,,,,13.7,0.1,0.08547008547008547,25.7,40.0,0.03838771593090211,24.0,0.012526096033402923
3454,Wasterkingen,2005,555,1.0,1.8018018018018018,223.0,6.0,0.4748338081671415,,277.0,138.43078460769615,,8.6,0.1,0.08481764206955046,17.3,30.0,0.02881844380403458,22.0,0.011506276150627616
